first_name,last_name,email,date_of_birth,salary,field,sex,languages_know,answer
Duane,Fox,christopher55@ramirez.biz,24/02/2003,8004,Science,F,"R,python",True
Susan,Smith,williamsmatthew@harvey-barajas.com,11/11/1999,12362,Art,M,"java,php",False
Kelly,Gutierrez,robertmurphy@gmail.com,11/09/2000,12991,Data & IA,F,"python,java",True
Dustin,Miller,tiffanywarren@yahoo.com,19/10/2006,12059,Science,F,,False
Nathaniel,Henderson,taylorlorraine@gmail.com,28/03/1997,12429,Data & IA,M,,False
Tracey,Mitchell,cummingsana@reed.net,16/06/1995,14645,Marketing,F,"c_sharp,php",False
Michael,Woodward,richardthomas@hill.com,05/02/2000,10214,Literature,M,"R,c_sharp",False
Sierra,Rasmussen,edward10@brown-hopkins.com,21/04/2006,12111,Data & IA,M,,False
Andrew,Mcmillan,murraynatalie@hotmail.com,15/10/2004,9040,Literature,F,"c++,c_sharp,python",False
Angela,Jackson,bryanarmstrong@harrison.com,24/02/1999,10884,Data & IA,F,"c++,c_sharp,java",False
Valerie,Carrillo,contrerasrobert@yahoo.com,04/02/2003,13947,Software engineering,M,java,True
Linda,Rhodes,wvillegas@hotmail.com,14/03/1995,9784,Finance,F,"c_sharp,c++",True
Lisa,Jennings,sbutler@fields.biz,14/03/1996,10702,Marketing,M,"c++,R",False
Tricia,Jordan,rogermcmillan@hotmail.com,17/09/1994,9585,Data & IA,M,c,False
Laura,Flores,fgarcia@gmail.com,07/09/1996,12338,Software engineering,F,"java,R",False
Matthew,Nelson,mberg@hotmail.com,03/03/1995,12244,Finance,M,"c,c++,php",True
Joshua,Spencer,carterhayley@nguyen.info,09/02/2004,13641,Data & IA,F,"java,c,python",True
Donald,Russell,gamblemichael@hotmail.com,11/01/1994,9901,Software engineering,M,,True
Linda,Sandoval,zshepherd@arias.info,04/08/2000,12808,Marketing,M,,False
Carrie,Smith,cainsheila@johns-gutierrez.com,11/07/2001,10551,Software engineering,M,"c,java",True
James,Herrera,ihurst@hotmail.com,22/03/1996,14775,Literature,M,c++,True
Michael,Dunn,thomas79@yahoo.com,20/01/2004,9706,Art,M,,False
Robert,Sanders,erichardy@doyle-barber.com,03/02/2004,8937,Science,M,c++,False
Patrick,Smith,qbarry@hotmail.com,28/12/1993,13347,Finance,M,"c,R,java",False
Mark,Wilson,jeremysullivan@gmail.com,20/11/1999,9228,Software engineering,M,"php,R",True
Renee,Baker,april96@may.biz,20/02/2003,10024,Marketing,F,"php,java,R",True
Gregory,Forbes,maryrasmussen@collins.com,23/11/1994,12873,Art,M,"c++,c,php",False
Walter,Avila,tperez@hotmail.com,08/11/2000,12204,Finance,F,"php,c",False
Katie,Pratt,katherine44@campbell-powers.biz,21/04/2000,8434,Software engineering,F,"c_sharp,php,java",True
Michael,Terry,allenlori@hoffman.com,08/07/2003,12018,Marketing,F,"R,python,c++",False
Kevin,Campbell,deborah77@love.com,20/12/1997,12310,Software engineering,M,"c++,c_sharp",True
Matthew,Daniel,tracy75@gmail.com,16/11/1998,11824,Literature,F,c,False
Philip,Hernandez,shannon71@yahoo.com,02/11/2000,12330,Literature,M,"java,c",False
Jennifer,Calderon,afreeman@hotmail.com,20/08/2005,12929,Literature,F,c++,False
Lance,Hill,monica33@gmail.com,14/05/1997,9998,Marketing,F,"java,c++,c_sharp",False
Annette,Hoffman,amymartin@yahoo.com,29/10/2000,12728,Software engineering,M,,False
Miguel,Hall,dcohen@gmail.com,06/12/2004,14637,Literature,M,c++,True
Joseph,Cox,jason79@duncan.com,10/06/1998,11313,Art,M,c_sharp,True
Richard,Hall,maryhoover@crawford.com,08/11/1995,11254,Software engineering,M,"c,c++,R",True
Evelyn,Ward,martinezderek@juarez-lane.com,07/01/2006,14735,Art,M,"c_sharp,c,c++",False
Donna,Gibson,wagnermark@glenn.biz,21/05/1996,9867,Art,M,"java,R",True
Charles,Wilson,scottrivera@jones-williams.com,15/05/2003,10128,Software engineering,F,"c++,c_sharp",False
James,Rice,matthew35@stuart.net,23/11/2003,9570,Literature,M,"c++,R",True
Christopher,Kelly,jonwallace@perry.org,10/06/1995,13460,Finance,F,c++,True
Elizabeth,Yoder,pweeks@yahoo.com,10/02/1997,13776,Marketing,M,"c_sharp,python,php",False
Christian,Burns,cbrown@gmail.com,12/07/1999,13453,Art,M,,True
Christy,Hodges,donna25@lang-chavez.info,16/05/2005,8314,Software engineering,F,"c++,c_sharp,python",False
Jason,Miller,cchan@johnson-levy.biz,19/04/2001,11008,Software engineering,M,"R,c++",True
Gregory,Richards,juanjohnson@sims.com,24/04/1996,14251,Science,M,,False
Laura,Church,joneskenneth@kelly.com,19/07/1998,13878,Marketing,M,python,False
Anthony,Gross,anna67@young.org,03/04/2006,10671,Marketing,F,"python,java",False
Kenneth,Jones,mreynolds@knapp-schmitt.net,30/01/2005,8402,Software engineering,F,,True
Amanda,Henderson,samantha84@howell.com,22/07/1997,10621,Science,M,,True
Monica,Griffin,ucline@yahoo.com,20/06/1998,9179,Marketing,F,"php,python",True
Steven,Brooks,vmcmahon@edwards.com,27/06/2005,12833,Software engineering,F,"c_sharp,python,java",False
Jeremy,Carney,pkeith@gmail.com,02/08/1998,11131,Marketing,M,java,True
Christopher,Cole,qbeltran@hotmail.com,09/09/2001,8602,Science,M,"c,python",False
Crystal,Mcgee,jamesjones@thomas.org,13/03/1995,11263,Software engineering,F,,True
Daniel,Yates,wmartin@gmail.com,25/03/2004,11197,Science,M,,True
Shawn,Moore,sarah61@park.com,12/04/2005,9219,Software engineering,F,java,False
Holly,Sheppard,cherryjames@anderson.net,22/01/1998,14003,Literature,F,c++,True
Samuel,Brooks,christine89@hotmail.com,09/01/1994,9662,Software engineering,F,"java,R,python",False
Christine,Mcfarland,qbautista@miranda-cardenas.com,03/05/1995,10259,Marketing,F,c++,True
Maria,Castro,cromero@gmail.com,28/01/2006,10752,Marketing,M,"R,c_sharp,java",False
Tiffany,James,xkaiser@roman-henderson.info,03/08/1998,11935,Science,M,c++,False
Monica,Lawrence,holson@bailey.info,16/08/1999,8884,Data & IA,F,c_sharp,True
David,Lopez,michaelbryant@becker-chambers.com,17/02/2002,10340,Literature,M,"R,c++,python",False
Lisa,Gibson,vmalone@potter.com,12/09/2005,13611,Science,M,,False
Angela,Burnett,adam89@moore.com,28/09/2006,13391,Art,M,c_sharp,False
Jessica,Perry,olsenmichael@gardner.org,14/05/2001,13051,Finance,M,"python,R,java",False
Donald,Peterson,tiffany74@young.com,20/02/2003,13155,Art,F,,False
Steven,Atkins,dhernandez@hotmail.com,11/03/1994,8751,Software engineering,M,"c++,c",True
Harold,Day,amanning@roberts-gibson.com,25/01/2003,13785,Data & IA,F,"c_sharp,java,c",False
Scott,Gray,zchristian@thompson.org,13/01/2004,9886,Software engineering,F,"php,c_sharp",False
Anthony,Holmes,nhunt@perkins-knight.net,12/01/1996,14224,Literature,M,,False
James,Roberts,stevendiaz@jenkins.com,28/02/1999,11703,Literature,M,"java,php",False
Heather,Nelson,daniel39@garcia.org,08/10/2002,12157,Science,F,python,False
William,Pierce,vernon86@lopez-brown.net,17/03/2002,9172,Finance,F,c++,True
Ivan,Vega,david55@aguirre.biz,07/10/2004,12900,Finance,F,php,True
Robert,Greene,brownsarah@hotmail.com,23/12/1993,9515,Art,M,"c,java,c++",True
Michelle,Austin,jeffscott@yahoo.com,26/06/2000,13722,Science,M,java,False
Joseph,Rivera,jonesjohn@hotmail.com,11/10/2005,11145,Science,F,"c_sharp,php",False
Margaret,Ballard,christophermorgan@gmail.com,05/11/1999,12769,Marketing,F,"java,R,python",False
Katrina,Adams,ricardoortega@patterson.com,16/11/2002,13047,Art,F,java,False
Kelsey,Rodriguez,fmendoza@gmail.com,03/05/1998,10083,Finance,F,"python,c_sharp,php",True
Jessica,Hamilton,william48@huang-porter.info,12/04/2006,14557,Finance,M,,True
Keith,Ortiz,smithmark@yahoo.com,01/03/2001,10022,Data & IA,M,c++,False
Kimberly,Roberts,walkerjoshua@henderson-bailey.com,19/08/2000,9747,Software engineering,F,"R,java",False
Tara,Torres,jefferybird@jones.net,03/12/1997,14677,Art,M,,False
Adam,Murphy,william70@yahoo.com,17/09/2001,14866,Data & IA,M,"java,c,php",False
Mark,Cox,bergjames@gmail.com,26/10/1997,12943,Finance,M,"c++,R,php",False
Christopher,Shaw,qking@alvarez-campbell.com,06/04/2001,12132,Literature,F,R,False
Sierra,Gray,hernandezjamie@grant-edwards.net,15/04/2004,12146,Science,F,"c,R,c_sharp",True
Wendy,Cortez,donald26@williams-spencer.com,15/12/2001,11548,Art,M,,True
Amber,Baker,johnwilliams@atkinson.biz,30/05/2004,9382,Data & IA,F,"c++,php",True
Philip,Smith,shannonalvarez@hotmail.com,10/04/2002,11376,Science,F,"python,php,c",False
Daniel,Mendez,smithlisa@gmail.com,17/07/2005,10613,Science,M,c,False
Holly,Anderson,mayojoshua@ingram-jackson.com,14/01/2006,13491,Marketing,M,R,True
Colton,Pierce,carldavis@james.com,02/04/2005,8574,Marketing,M,"c_sharp,python",True
Kathleen,Jackson,sarathomas@hernandez-scott.com,17/07/1998,12034,Literature,F,"java,c_sharp",True
Terri,Moon,dawn84@hotmail.com,25/03/2006,13072,Data & IA,F,"c,php",True
Eric,Carter,clarkjoshua@gmail.com,06/06/2004,9729,Literature,F,"php,python",True
Kyle,Jones,lauramorris@gmail.com,18/02/1995,14061,Data & IA,M,c_sharp,True
Benjamin,Watts,josephreese@gmail.com,23/03/2005,11122,Data & IA,M,"c++,java",False
Brittany,Morris,gardnerbethany@gmail.com,26/05/2005,14568,Science,F,"c++,python",False
Kimberly,Moore,wconrad@hotmail.com,29/07/1994,13951,Art,M,,True
Carrie,Wood,ambermiller@hotmail.com,05/04/2004,13587,Science,M,"c++,php,java",False
Victor,Martin,cervantesgeorge@nguyen.com,05/08/2006,8426,Science,M,"c,php",False
Janet,Lopez,rferguson@anthony-mercado.com,20/02/2006,13045,Marketing,F,"c_sharp,c++,python",False
Eric,Collins,jennifer28@walker.info,02/04/1999,12447,Software engineering,M,"c_sharp,java",False
Chelsea,Frazier,rodriguezgarrett@yahoo.com,22/02/1994,10235,Science,F,"python,c_sharp",True
Cynthia,Kelly,bmoore@hotmail.com,09/12/1997,13078,Software engineering,M,java,True
Donna,Thompson,kimberly35@yahoo.com,26/09/1996,12602,Software engineering,M,java,True
Tyler,Brown,melissa93@weeks.com,07/12/1996,14808,Finance,M,"R,python",True
Allison,Gray,mario47@yahoo.com,16/01/2002,10812,Software engineering,M,c_sharp,True
James,Jordan,acobb@hotmail.com,01/08/2001,10478,Literature,F,c++,True
Alexandria,Hamilton,joseph04@hotmail.com,27/09/1998,13076,Software engineering,F,"c,c_sharp",False
Justin,Johnson,aprilmurphy@yahoo.com,23/08/2002,12330,Literature,F,"c++,R,c_sharp",False
Derrick,Evans,calebanderson@martin.info,08/12/2005,12343,Marketing,F,,True
Morgan,Goodman,kbell@gmail.com,12/12/2001,13555,Software engineering,M,R,True
George,Rocha,amy92@reyes.info,19/08/2002,9598,Finance,M,"R,c++,c",True
Donald,Cruz,lisasmith@gray-sandoval.net,04/10/1997,13010,Art,F,"php,c_sharp",True
Alexander,Morrow,browndana@wilson.com,17/08/1998,12080,Art,M,"php,c++",False
Aaron,Gonzales,walkerkim@gmail.com,10/04/2001,12553,Software engineering,M,python,False
Scott,Owens,nbernard@gmail.com,07/03/2001,12879,Art,F,"c,R,php",False
Martin,Perez,youngcaitlin@ho-wilson.com,14/11/1999,8441,Art,F,"c++,R,c",True
Cheryl,Fox,phanson@ryan-zhang.com,26/02/2002,10279,Finance,M,,False
Scott,Aguirre,foxmorgan@wong-herman.com,08/12/2004,13520,Marketing,F,java,True
James,Castro,tamara11@anderson.com,14/07/1995,13376,Data & IA,M,"python,R",False
Mark,Petty,morrisonnathaniel@yahoo.com,20/12/1999,8368,Literature,M,"python,java,c",False
Sean,Gibson,richlinda@hunt.com,12/06/2000,12134,Finance,M,c++,False
Eric,Cohen,deborah17@gmail.com,28/03/1995,12140,Literature,M,java,False
Frances,Santos,sheabrandon@yahoo.com,03/12/1995,12797,Marketing,M,c_sharp,False
Elizabeth,Smith,turnerbrandon@merritt.com,10/07/1996,12509,Finance,F,c,True
Sherry,Page,ypearson@gmail.com,09/01/2002,14307,Art,F,R,False
Jeffery,Griffin,rossbrittany@gmail.com,10/03/2004,13507,Finance,F,,True
Dustin,Williams,ksmith@peterson.com,15/05/1996,8126,Marketing,M,"python,java,c++",True
Cory,Bell,roselaura@ferrell-phillips.com,16/05/1994,8242,Literature,F,"c,R",False
David,Torres,ohernandez@mejia.com,10/01/1997,11181,Literature,F,php,False
Elizabeth,Andrews,leeallison@gmail.com,19/01/1999,8815,Software engineering,F,"c_sharp,java,R",True
Mary,Lynch,eoliver@perry.com,28/12/1997,12827,Art,F,c,False
Thomas,Pruitt,williamsdavid@griffin.org,31/07/1994,8046,Art,F,php,False
Thomas,Carney,katherinesawyer@gmail.com,21/06/2003,13463,Finance,F,"java,c++",False
Matthew,Garcia,victoriawoods@chambers.com,02/01/2004,11248,Art,F,"java,c",True
Steven,Erickson,bennetttimothy@hotmail.com,11/08/2004,8437,Art,F,"R,c_sharp",False
Richard,Wolf,franksmith@perez.com,15/08/2004,10668,Marketing,M,java,False
Brittany,Estrada,ebenson@gmail.com,08/11/2001,11568,Literature,F,"php,c_sharp",True
Regina,Mcbride,chavezmark@hotmail.com,30/12/2003,13962,Marketing,F,"python,php",False
Nicole,Brown,angelahernandez@gmail.com,15/02/2004,9827,Finance,M,"python,c",False
Jeffrey,Mccarthy,clarkepeter@yahoo.com,17/09/1998,14416,Art,M,java,True
Pamela,Rose,hcollins@snyder.info,02/09/1994,8261,Art,F,,True
Sandra,Walsh,ywright@warren.com,09/11/2003,10561,Literature,F,c,False
Anthony,Armstrong,cookmichael@gmail.com,18/03/1997,14228,Art,M,"python,c++",True
Douglas,Grimes,dwilson@yahoo.com,01/12/1995,12622,Software engineering,F,"c,php,R",False
Jimmy,Mcguire,ahebert@hotmail.com,26/05/1999,12911,Science,M,"python,java,c",False
David,Adams,kramerrichard@conway-rice.com,14/01/2005,12873,Marketing,M,c_sharp,False
Travis,Valencia,danielsmith@washington.com,15/07/1998,10177,Finance,F,"python,R",False
David,Kelly,nashvanessa@johnson.com,01/03/1999,9233,Art,M,,False
Anthony,Thompson,nelsonpatrick@gmail.com,25/04/2001,8154,Finance,F,java,True
Kenneth,Hahn,vglenn@morgan.com,15/03/2000,14645,Finance,M,c_sharp,False
Julia,Walker,xrodriguez@hotmail.com,30/10/1998,8576,Data & IA,F,,False
Scott,Martinez,bpaul@gmail.com,24/01/2001,14442,Marketing,F,python,False
Mark,Kirby,ggutierrez@gmail.com,05/06/1998,11656,Art,M,,False
Brian,Deleon,benjaminleonard@hotmail.com,11/03/2006,8243,Literature,M,"c,R,python",False
Rebecca,Anderson,ebaxter@aguirre-buckley.com,11/10/2003,10618,Software engineering,M,"c_sharp,R,python",True
Jose,Phillips,angela15@jones-rodriguez.com,02/06/2002,8318,Literature,M,,False
Janice,Gutierrez,anthony38@washington.org,20/02/2004,14265,Literature,M,c,True
Christopher,Evans,jimenezallison@small.biz,12/10/1994,9430,Finance,F,R,False
Amanda,Russo,robert69@clark.org,23/06/1997,9503,Finance,F,,False
Gregory,White,lesliesmith@yahoo.com,24/06/1996,11201,Art,M,python,True
Amber,Maddox,bhart@gmail.com,20/01/1994,11332,Finance,F,php,False
Ryan,Chen,jamesthompson@bruce.org,22/10/2004,9017,Art,F,R,True
Timothy,Brooks,madeline98@chavez.net,15/08/1995,13796,Finance,F,,False
Michael,Chambers,meaganroberts@green.org,15/11/2003,11212,Data & IA,M,,False
David,Mcdaniel,kellyjones@gmail.com,12/09/1998,13698,Finance,F,,True
Jennifer,Wilkins,hbrown@murphy.net,01/03/2006,8229,Science,M,,False
Jeanette,Rodriguez,pjohnson@yahoo.com,09/10/1998,9817,Finance,F,,True
Melanie,Davis,qcastro@hotmail.com,30/09/1997,13962,Science,M,,False
Norma,Crane,sanderson@gmail.com,26/09/1997,10543,Literature,F,"c,python",False
Melissa,Carpenter,mpadilla@glover-davis.info,25/10/1996,11337,Marketing,F,,True
Matthew,Evans,baldwindanielle@marshall.com,05/08/2002,9871,Science,M,,True
Daniel,Rivera,juanstevenson@hotmail.com,14/03/2000,10850,Science,F,"php,java",True
Diane,Moses,morrisonmary@hotmail.com,19/10/2002,11486,Literature,F,,True
Emily,Maddox,abbottheather@hotmail.com,04/12/1997,14453,Literature,M,,False
Gloria,Johnson,pbaker@hotmail.com,29/10/1993,14498,Marketing,F,"c,R,c_sharp",False
Robert,Erickson,nicholassherman@hotmail.com,09/02/1999,14662,Software engineering,M,"java,c,c_sharp",False
Benjamin,Patterson,gregorymitchell@yahoo.com,24/02/2001,9130,Literature,M,,True
Richard,Bennett,billyhenson@brown.com,06/08/1995,14766,Marketing,F,"c++,c,php",True
Monique,Frye,ireynolds@gmail.com,04/05/1996,11412,Science,M,,False
Timothy,Lopez,timothyhughes@hotmail.com,05/11/2000,8871,Software engineering,F,,True
Edward,Cook,wilsonmichelle@yahoo.com,10/07/2003,13436,Software engineering,M,"python,java,c++",False
Eric,Bailey,samanthacrosby@hicks.info,24/06/2000,10991,Finance,M,,False
Deborah,Thompson,richardrodgers@romero.com,09/08/1997,13229,Science,F,R,False
Johnathan,Flores,ronaldglover@gmail.com,07/10/2000,13609,Marketing,F,,False
Bryan,Miller,wgardner@yahoo.com,22/09/1998,9514,Finance,F,R,False
Gregory,Martinez,yjones@ingram.net,22/05/1996,11551,Finance,M,,False
Heather,Green,pinedamichael@stephens.org,21/12/1999,9744,Software engineering,F,"python,c++",True
Sarah,Salas,james51@gmail.com,12/11/1994,10090,Science,M,"c++,R",True
Emily,Garrison,cochranbryan@yang-kennedy.com,14/08/1999,9404,Finance,M,"java,python",False
Elizabeth,Kline,ashley00@baldwin.org,26/06/1996,10169,Finance,M,c_sharp,True
Douglas,Wilson,kathrynobrien@boyd-marsh.com,08/08/1995,10597,Art,F,,True
Emily,Davidson,yjohnson@hotmail.com,29/05/2001,14752,Science,F,"c,java,c_sharp",True
Melinda,Sullivan,kayla16@johnson-smith.com,08/01/2006,12511,Art,F,"java,R",True
Steven,Smith,emartin@phillips.info,08/03/2001,9447,Finance,F,"python,c_sharp",True
Brittany,Grant,johnrobbins@bender.info,05/12/1998,9041,Finance,F,"java,python",True
Melissa,Rowe,hprice@hotmail.com,29/08/2002,9404,Finance,M,,False
Patrick,Combs,janet25@gmail.com,06/03/1998,14512,Science,F,"R,c_sharp",False
Larry,Walters,nashjason@lee.net,14/08/1996,14495,Software engineering,F,R,False
Robert,Parker,tammy26@gmail.com,10/04/1998,11140,Marketing,M,java,False
Cindy,Olson,vwade@maddox-stewart.com,04/09/1998,8292,Literature,F,python,False
Mary,Martin,robinsonjennifer@yahoo.com,18/01/1996,9477,Marketing,M,,True
Timothy,Dunn,smartin@li.com,28/08/1996,9020,Literature,M,c,True
Mario,Rocha,brentnguyen@gmail.com,22/04/1995,12774,Art,M,"c,python,c_sharp",True
Dennis,Ware,phiggins@gmail.com,14/03/2004,12241,Software engineering,M,"c++,R",False
John,Whitaker,jennyrodriguez@yahoo.com,02/03/1995,9811,Literature,F,,False
Amanda,Jackson,perkinsangela@gmail.com,27/07/1995,13056,Literature,M,python,True
Ashley,Carr,belinda22@gmail.com,16/07/1999,11000,Art,F,,True
Sarah,Page,alexdavis@pena.com,03/07/1994,8882,Science,M,"c++,php",False
Sydney,Rogers,bryanmejia@church.net,25/10/2002,13394,Literature,M,"java,php",False
Morgan,Garcia,jeremy56@jones-miller.com,09/04/2001,14932,Science,M,"python,java,c_sharp",False
Andrea,Giles,johnsonkenneth@vang.com,10/05/2001,8787,Data & IA,F,c,True
David,Diaz,pramirez@hotmail.com,15/05/2004,11079,Finance,M,,True
Kathryn,Jones,bellaustin@yahoo.com,18/09/1999,11434,Literature,M,,False
Michael,York,teresa94@gmail.com,04/01/1995,14097,Marketing,F,python,True
Brandi,Henry,pedro55@gmail.com,15/02/2003,13220,Science,F,"c++,c",False
Heather,Brown,travisvelazquez@yahoo.com,06/01/2003,14318,Data & IA,F,c++,False
Eileen,Hodge,howard44@graham.com,24/02/2005,10882,Marketing,F,R,True
Rebecca,Nguyen,nicole70@brooks.org,01/07/1995,12799,Science,F,"c++,c",False
Kevin,Rogers,wilsonmisty@johnson.com,13/04/1996,10109,Data & IA,F,"c,python,c_sharp",True
April,Fisher,sean56@gmail.com,09/07/1996,11981,Science,F,php,True
Jonathon,West,martinezandrew@hudson.com,13/03/1996,9418,Art,M,c++,True
Raven,Robinson,kjohnston@daniels-hunt.com,11/05/1997,14449,Art,M,"c++,c",True
Brandon,Silva,ryanfranco@hotmail.com,23/04/1995,11157,Science,M,c_sharp,False
Ryan,Ortiz,luiswright@hotmail.com,12/08/2002,13023,Literature,M,,True
Dawn,Roth,brittanylee@gmail.com,08/03/1999,10043,Marketing,M,"R,java",True
Sharon,Glass,tiffanyspencer@murray-silva.com,12/07/1997,11297,Literature,M,,False
James,Garcia,cindygoodwin@yahoo.com,09/05/2000,13660,Data & IA,F,"c++,python",True
Jacob,Morris,jennifer49@gmail.com,19/07/1994,9041,Software engineering,F,"c++,java",False
Molly,Murphy,rebeccaparrish@gmail.com,06/09/2003,11398,Software engineering,F,,False
Jermaine,Wright,omartin@marquez-mccarthy.info,03/02/1996,14701,Art,M,,False
Colin,Rice,harrisonkatherine@mcdonald-sharp.com,20/09/2000,12119,Science,F,"python,c,php",True
Scott,Rodriguez,bernardriley@yahoo.com,19/11/2002,9971,Finance,M,"java,c_sharp",True
Christopher,Lowe,baguirre@house.info,24/02/1997,10922,Art,M,c++,True
Christina,Farmer,david67@gmail.com,26/09/1996,8632,Science,F,"php,java",True
Nathan,Frey,alexander89@gmail.com,05/02/2004,14526,Software engineering,M,"c,python,java",False
Donald,Keith,tara45@hotmail.com,12/10/2002,9536,Art,M,php,False
Stacy,Pacheco,richard72@oneal-nguyen.info,19/10/2002,8060,Literature,F,c++,True
Alejandro,Calderon,janetvaldez@shaw.com,26/03/2002,10449,Data & IA,M,"python,c,R",True
Shawn,Weiss,alex82@roth.com,16/07/2005,11915,Literature,M,"java,c++",False
Christopher,Rose,burchrobin@yahoo.com,26/12/2005,12326,Art,M,"java,c_sharp",True
Emma,Greene,mannrebecca@mosley-poole.com,13/10/1995,14744,Literature,F,python,False
Robert,Koch,joshuaschmidt@smith.com,09/07/1997,13478,Science,F,"c_sharp,c++,java",True
Christopher,Taylor,xholland@gmail.com,05/07/1996,11424,Science,F,c,False
Jessica,Smith,fcook@gmail.com,06/12/1994,9128,Finance,M,"php,python,java",False
Michael,Brandt,ryangeorge@yahoo.com,16/06/2006,11253,Software engineering,M,"c++,php",False
Donald,Tucker,frazierdavid@mccullough-cox.com,06/09/2005,8173,Finance,M,"java,c++,c_sharp",False
Robert,Moore,andrea47@allen.com,02/02/2001,14312,Finance,F,python,True
Tom,Hernandez,spencercross@yahoo.com,25/06/2001,13040,Software engineering,M,,True
Alan,Nguyen,jonathanrobles@bowers.com,03/07/2006,12514,Software engineering,F,"c++,R,java",False
Mary,Mitchell,bowenstephanie@cruz.com,19/06/2005,14554,Literature,M,"python,c++,java",True
Allison,Blake,jorge59@yahoo.com,01/03/2001,8871,Science,M,,False
Susan,Pruitt,wsmith@thompson.org,01/07/2006,12422,Art,M,"c_sharp,c++,java",False
Michelle,Baker,johnbryan@yahoo.com,30/11/2004,10705,Data & IA,M,,True
Amanda,Murray,derek05@hotmail.com,15/12/2000,10767,Finance,F,c++,True
Zachary,Gross,fjones@stewart-wang.com,10/01/2005,9303,Science,M,,True
Amanda,Duncan,annette14@hotmail.com,13/12/2000,10498,Marketing,F,"c,python,php",False
Ruben,Rodriguez,elizabethward@marshall.biz,28/12/2002,8332,Science,M,,True
Jennifer,Morrison,crystalbrown@white.biz,09/05/1997,9963,Art,F,c++,False
Alexander,Morris,mrichards@hotmail.com,09/08/1996,8874,Finance,M,"c_sharp,java,python",True
Tyler,Stone,yhorton@yahoo.com,18/06/2006,14884,Software engineering,F,"php,c",True
Dennis,Blevins,xatkinson@hamilton.com,12/07/2001,12165,Software engineering,M,c_sharp,False
Joshua,Martinez,medinatiffany@montgomery.com,13/09/2000,10852,Art,F,c,False
Phillip,Smith,ogomez@gmail.com,06/08/2000,10426,Software engineering,M,,True
Andre,Mitchell,bakerchristopher@thompson.com,11/12/1994,13653,Software engineering,F,"R,c++",True
Erin,Oneal,vgalvan@lopez.com,17/06/1996,10579,Marketing,F,,False
Christopher,Boone,lwelch@yahoo.com,22/10/2002,11968,Finance,M,,True
Brian,Hernandez,joneslinda@yahoo.com,16/01/1998,10831,Science,M,"python,java",True
Jack,Schwartz,noah78@cruz.com,13/06/1996,10059,Data & IA,M,R,True
Jacob,Crawford,greynolds@gmail.com,03/03/1999,12699,Literature,M,c++,True
Aaron,Cummings,elaine41@sherman-figueroa.org,07/09/2003,14673,Marketing,F,"python,java",False
Timothy,Lee,krichmond@mills.com,07/11/2000,11253,Art,M,,True
Kevin,Ramos,pmontes@yahoo.com,04/03/1999,12111,Art,M,,False
Stephanie,Peterson,gmitchell@yahoo.com,07/09/1995,9045,Art,F,,True
Elizabeth,Ruiz,dana51@hotmail.com,31/05/2006,10963,Marketing,F,"python,c_sharp",False
John,Harper,wheelerbrooke@yahoo.com,09/10/2003,12159,Finance,F,python,True
Timothy,Carter,tamara21@briggs.com,05/10/2004,14867,Science,F,,True
Tammy,Woods,renee61@hotmail.com,26/09/2004,9301,Data & IA,M,"R,c++",False
Troy,Gonzalez,shawnscott@kirk-smith.com,30/08/2006,10864,Art,F,"php,c++",False
David,Gould,davidoconnor@page-martin.com,30/01/2005,10605,Literature,F,"R,python,java",True
Brenda,Brown,bfernandez@young.com,02/03/1999,14409,Science,M,"c,php,java",False
Angelica,Simpson,lhaney@yahoo.com,06/02/1998,12014,Finance,M,,True
Robert,Palmer,mariataylor@riley.biz,22/12/2001,14966,Literature,M,"python,php",False
Douglas,Ritter,adam05@yahoo.com,20/05/2001,11894,Software engineering,M,"java,R",False
Robert,Jones,loganlaura@hotmail.com,10/04/2004,14524,Art,F,"c,java",False
Nicole,Richards,alicia94@rose.com,21/06/2001,12460,Software engineering,F,c++,False
Lisa,Chaney,todd24@yahoo.com,06/09/2003,13783,Software engineering,M,php,False
Alicia,Garcia,weaversandra@jones.org,26/03/2001,8501,Data & IA,M,,True
Matthew,Mack,boydsteven@bryant-thomas.com,20/11/2002,10859,Art,F,java,True
Christopher,Montoya,shannoncook@castillo.com,11/08/1994,14724,Marketing,F,php,True
Savannah,Pope,jillpowers@larson.org,04/07/1996,10912,Literature,F,,True
Karen,Allen,iturner@dixon-wilson.info,02/09/1997,13605,Science,F,"c_sharp,c",True
Kevin,Nguyen,lbrown@gmail.com,19/03/1998,9154,Data & IA,F,"python,R",True
Lisa,Roberts,tammy30@gmail.com,10/06/1998,9334,Literature,M,,True
Michael,Ochoa,smithricky@noble.com,30/01/2002,14143,Finance,M,php,False
Donald,Bowers,dianafreeman@mcdonald.info,09/08/1995,13238,Literature,M,"python,java",True
Bianca,Smith,taylorjacob@patterson.org,21/01/1999,8038,Data & IA,F,R,True
Dorothy,Moore,barbara91@gmail.com,08/08/1995,13648,Software engineering,F,,False
Desiree,Hughes,leslieshah@torres-brewer.com,04/07/1994,10724,Software engineering,F,c,False
Alexander,Phillips,misty73@morris-lewis.biz,27/09/2000,10347,Software engineering,M,php,False
Anthony,Chapman,william87@yahoo.com,02/04/2005,9892,Literature,M,,False
Jacqueline,Mcknight,changdiane@young.com,26/08/2003,12433,Software engineering,M,"c++,php,c",False
